Sentence	Label
The suppression of human immunodeficiency virus (HIV) replication and elevation in CD4 cells observed with protease inhibitor combination regimens known as HAART (highly active antiretroviral therapy) may allow AIDS patients to undergo an immune recovery that allows them to suppress the progression of cytomegalovirus (CMV) retinitis	1
The suppression of human immunodeficiency virus (HIV) replication and elevation in CD4 cells observed with protease inhibitor combination regimens known as HAART (highly active antiretroviral therapy) may allow AIDS patients to undergo an immune recovery that allows them to suppress the progression of cytomegalovirus (CMV) retinitis	0
The suppression of human immunodeficiency virus (HIV) replication and elevation in CD4 cells observed with protease inhibitor combination regimens known as HAART (highly active antiretroviral therapy) may allow AIDS patients to undergo an immune recovery that allows them to suppress the progression of cytomegalovirus (CMV) retinitis	0
The suppression of human immunodeficiency virus (HIV) replication and elevation in CD4 cells observed with protease inhibitor combination regimens known as HAART (highly active antiretroviral therapy) may allow AIDS patients to undergo an immune recovery that allows them to suppress the progression of cytomegalovirus (CMV) retinitis	0
Construction, safety, and immunogenicity in nonhuman primates of a chimeric yellow fever-dengue virus tetravalent vaccine	0
We previously reported construction of a chimeric yellow fever-dengue type 2 virus (YF/DEN2) and determined its safety and protective efficacy in rhesus monkeys (F	0
These chimeric viruses (YF/DEN1, YF/DEN3, and YF/DEN4) replicated to ~7.5 log(10) PFU/ml in Vero cells, were not neurovirulent in 3- to 4-week-old ICR mice inoculated by the intracerebral route, and were immunogenic in monkeys	0
BACKGROUND: Patients diagnosed with oropharyngeal cancer (OPC) make up about 3% of all new cancer cases in the United States, with increasing numbers of these patients being diagnosed aged younger than 45 years and with human papillomavirus (HPV)-positive disease	1
BACKGROUND: Patients diagnosed with oropharyngeal cancer (OPC) make up about 3% of all new cancer cases in the United States, with increasing numbers of these patients being diagnosed aged younger than 45 years and with human papillomavirus (HPV)-positive disease	1
BACKGROUND: Patients diagnosed with oropharyngeal cancer (OPC) make up about 3% of all new cancer cases in the United States, with increasing numbers of these patients being diagnosed aged younger than 45 years and with human papillomavirus (HPV)-positive disease	0
BACKGROUND: Patients diagnosed with oropharyngeal cancer (OPC) make up about 3% of all new cancer cases in the United States, with increasing numbers of these patients being diagnosed aged younger than 45 years and with human papillomavirus (HPV)-positive disease	0
RESULTS: In this study, we isolated a CCoV, designated HLJ-071, from a dead 5-week-old female Welsh Corgi with severe diarrhea and vomit	1
Bovine leukemia virus (BLV) is associated with enzootic bovine leukosis and is closely related to human T cell leukemia virus (HTLV)	1
Bovine leukemia virus (BLV) is associated with enzootic bovine leukosis and is closely related to human T cell leukemia virus (HTLV)	0
Bovine leukemia virus (BLV) is associated with enzootic bovine leukosis and is closely related to human T cell leukemia virus (HTLV)	1
Bovine leukemia virus (BLV) is associated with enzootic bovine leukosis and is closely related to human T cell leukemia virus (HTLV)	1
Hepatitis B virus (HBV), the causative agent of type B hepatitis in humans, is the prototypic member of the hepadnaviridae, a family of small enveloped DNA-containing viruses with pronounced host and tissue specificity	1
Hepatitis B virus (HBV), the causative agent of type B hepatitis in humans, is the prototypic member of the hepadnaviridae, a family of small enveloped DNA-containing viruses with pronounced host and tissue specificity	1
Patients with hepatitis type A had a higher level of IgM than those with type B and with type non-A and non-B	0
The 2019 coronavirus disease (COVID-19), an airborne infection caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has resulted in a global pandemic	1
The 2019 coronavirus disease (COVID-19), an airborne infection caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has resulted in a global pandemic	1
The 2019 coronavirus disease (COVID-19), an airborne infection caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has resulted in a global pandemic	1
The 2019 coronavirus disease (COVID-19), an airborne infection caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has resulted in a global pandemic	1
SARS-CoV-2 relies on the angiotensin-converting enzyme 2 receptor for cellular entry and the abundance of this receptor in the gastrointestinal (GI) tract may help explain the GI manifestations, including dysgeusia, nausea, vomiting, diarrhea, and abdominal pain, present in over 40% of infected patients	1
SARS-CoV-2 relies on the angiotensin-converting enzyme 2 receptor for cellular entry and the abundance of this receptor in the gastrointestinal (GI) tract may help explain the GI manifestations, including dysgeusia, nausea, vomiting, diarrhea, and abdominal pain, present in over 40% of infected patients	1
SARS-CoV-2 relies on the angiotensin-converting enzyme 2 receptor for cellular entry and the abundance of this receptor in the gastrointestinal (GI) tract may help explain the GI manifestations, including dysgeusia, nausea, vomiting, diarrhea, and abdominal pain, present in over 40% of infected patients	1
SARS-CoV-2 relies on the angiotensin-converting enzyme 2 receptor for cellular entry and the abundance of this receptor in the gastrointestinal (GI) tract may help explain the GI manifestations, including dysgeusia, nausea, vomiting, diarrhea, and abdominal pain, present in over 40% of infected patients	1
SARS-CoV-2 relies on the angiotensin-converting enzyme 2 receptor for cellular entry and the abundance of this receptor in the gastrointestinal (GI) tract may help explain the GI manifestations, including dysgeusia, nausea, vomiting, diarrhea, and abdominal pain, present in over 40% of infected patients	1
[Monoclonal antibody 48-1 and non-A, non-B hepatitis]	1
Immunotherapy for epstein-barr virus-related lymphomas	1
Coronavirus disease 2019 pandemic caused by severe acute respiratory syndrome-coronavirus-2 is a worldwide public health emergency that will have a lasting generational impact in terms of mortality and economic devastation	1
Coronavirus disease 2019 pandemic caused by severe acute respiratory syndrome-coronavirus-2 is a worldwide public health emergency that will have a lasting generational impact in terms of mortality and economic devastation	1
Absence of Kaposi's sarcoma-associated herpesvirus (KSHV) in bone marrow cells from Japanese myeloma patients	0
Absence of Kaposi's sarcoma-associated herpesvirus (KSHV) in bone marrow cells from Japanese myeloma patients	0
Hepatitis C virus (HCV) is a major human pathogen causing mild to severe liver disease worldwide and is remarkably efficient at establishing persistent infections	0
Hepatitis C virus (HCV) is a major human pathogen causing mild to severe liver disease worldwide and is remarkably efficient at establishing persistent infections	1
RESULTS: It was found that dual infections with non-RSV respiratory viruses induced peripheral blood mononuclear cell IFN-gamma responses that mimic those of single infections, whereas coinfection with RSV was associated with reduced IFN-gamma responses and a more severe clinical course of lower respiratory tract disease	1
RESULTS: It was found that dual infections with non-RSV respiratory viruses induced peripheral blood mononuclear cell IFN-gamma responses that mimic those of single infections, whereas coinfection with RSV was associated with reduced IFN-gamma responses and a more severe clinical course of lower respiratory tract disease	1
RESULTS: It was found that dual infections with non-RSV respiratory viruses induced peripheral blood mononuclear cell IFN-gamma responses that mimic those of single infections, whereas coinfection with RSV was associated with reduced IFN-gamma responses and a more severe clinical course of lower respiratory tract disease	1
INTRODUCTION: Severe acute respiratory syndrome (SARS) is a newly emerged atypical pneumonia caused by the SARS-associated coronavirus (SARS-CoV)	1
INTRODUCTION: Severe acute respiratory syndrome (SARS) is a newly emerged atypical pneumonia caused by the SARS-associated coronavirus (SARS-CoV)	1
INTRODUCTION: Severe acute respiratory syndrome (SARS) is a newly emerged atypical pneumonia caused by the SARS-associated coronavirus (SARS-CoV)	1
INTRODUCTION: Severe acute respiratory syndrome (SARS) is a newly emerged atypical pneumonia caused by the SARS-associated coronavirus (SARS-CoV)	1
INTRODUCTION: Severe acute respiratory syndrome (SARS) is a newly emerged atypical pneumonia caused by the SARS-associated coronavirus (SARS-CoV)	1
INTRODUCTION: Severe acute respiratory syndrome (SARS) is a newly emerged atypical pneumonia caused by the SARS-associated coronavirus (SARS-CoV)	1
Among 89 DV-infected patients, those with DV infection-related gastrointestinal (GI) bleeding (n = 13, 15% of patients) had significantly higher DEHP exposure than those without GI bleeding (n = 76, 85% of patients), which were 114.2 ng/ml versus 52.5 ng/ml SigmaDEHP in urine; p = 0.023)	1
Among 89 DV-infected patients, those with DV infection-related gastrointestinal (GI) bleeding (n = 13, 15% of patients) had significantly higher DEHP exposure than those without GI bleeding (n = 76, 85% of patients), which were 114.2 ng/ml versus 52.5 ng/ml SigmaDEHP in urine; p = 0.023)	0
Among 89 DV-infected patients, those with DV infection-related gastrointestinal (GI) bleeding (n = 13, 15% of patients) had significantly higher DEHP exposure than those without GI bleeding (n = 76, 85% of patients), which were 114.2 ng/ml versus 52.5 ng/ml SigmaDEHP in urine; p = 0.023)	1
Among 89 DV-infected patients, those with DV infection-related gastrointestinal (GI) bleeding (n = 13, 15% of patients) had significantly higher DEHP exposure than those without GI bleeding (n = 76, 85% of patients), which were 114.2 ng/ml versus 52.5 ng/ml SigmaDEHP in urine; p = 0.023)	0
In total, 164 virus isolations were made and included members of the Alphavirus (eastern equine encephalomyelitis, Trocara, Una, Venezuelan equine encephalomyelitis, and western equine encephalomyelitis viruses), Flavivirus (Ilheus and St	1
In total, 164 virus isolations were made and included members of the Alphavirus (eastern equine encephalomyelitis, Trocara, Una, Venezuelan equine encephalomyelitis, and western equine encephalomyelitis viruses), Flavivirus (Ilheus and St	0
In total, 164 virus isolations were made and included members of the Alphavirus (eastern equine encephalomyelitis, Trocara, Una, Venezuelan equine encephalomyelitis, and western equine encephalomyelitis viruses), Flavivirus (Ilheus and St	0
In total, 164 virus isolations were made and included members of the Alphavirus (eastern equine encephalomyelitis, Trocara, Una, Venezuelan equine encephalomyelitis, and western equine encephalomyelitis viruses), Flavivirus (Ilheus and St	0
In this study, we showed that herpes simplex virus type 2 (HSV-2) infection of human embryonic kidney (HEK) 293 cells induced a sustained activation of ERK1/2	0
In this study, we showed that herpes simplex virus type 2 (HSV-2) infection of human embryonic kidney (HEK) 293 cells induced a sustained activation of ERK1/2	0
The lytic growth defect in SVR9D is complemented by the simian virus 40 A gene product present in the transformed CV1 cell line, COS1	1
OBJECTIVE: To study the polymorphism of human immunodeficiency virus (HIV)-1 coreceptor CXCR4 in Chinese Han ethnic group for AIDS prevention and treatment	1
Bovine Viral Diarrhoea Virus (BVDV) is one of the most serious pathogen, which causes tremendous economic loss to the cattle industry worldwide, meriting the development of improved subunit vaccines	1
Severe fever with thrombocytopenia syndrome virus (SFTSV) is a highly pathogenic tick-borne bunyavirus that causes lethal infectious disease and severe fever with thrombocytopenia syndrome (SFTS) in humans	1
Severe fever with thrombocytopenia syndrome virus (SFTSV) is a highly pathogenic tick-borne bunyavirus that causes lethal infectious disease and severe fever with thrombocytopenia syndrome (SFTS) in humans	1
Severe fever with thrombocytopenia syndrome virus (SFTSV) is a highly pathogenic tick-borne bunyavirus that causes lethal infectious disease and severe fever with thrombocytopenia syndrome (SFTS) in humans	1
Severe fever with thrombocytopenia syndrome virus (SFTSV) is a highly pathogenic tick-borne bunyavirus that causes lethal infectious disease and severe fever with thrombocytopenia syndrome (SFTS) in humans	1
PARTICIPANTS: Probability sample of 835 new acquired immunodeficiency syndrome (AIDS) cases reported to the state health department's HIV/AIDS Reporting System from May 1995 through December 1996	1
Here we show that a VLP vaccine using the duck hepatitis B virus S antigen fused to HCV glycoprotein E2 assembles into virus like particles that display epitopes recognised by broadly neutralizing antibodies and elicit such antibodies in guinea pigs	0
Higher initial MELD score (odds ratio [OR]: 1.92, 95% confidence interval [CI]: 1.22-2.38; p=0.023]), higher hepatitis C virus (HCV) RNA levels (OR: 1.44, 95% CI: 1.31-2.28; p=0.038), and higher serum ALT levels (OR: 1.38, 95% CI: 1.21-1.83; p=0.042) were associated with poor SVR12	0
Human papillomavirus-32-positive extragenital Bowenoid papulosis (BP) in a HIV patient with typical genital BP localization	0
RESULTS: The presence of HPV-16 DNA in anogenital and HPV-32 DNA in lip lesions was demonstrated in the absence of any other HPV type and with no coinfection	0
RESULTS: The presence of HPV-16 DNA in anogenital and HPV-32 DNA in lip lesions was demonstrated in the absence of any other HPV type and with no coinfection	0
RESULTS: The presence of HPV-16 DNA in anogenital and HPV-32 DNA in lip lesions was demonstrated in the absence of any other HPV type and with no coinfection	0
CONCLUSIONS: This is the first report of BP associated with HPV-32 (the causative agent of a benign hyperplasia) and a rare case of BP associated with 2 HPV types in the same patient	1
CONCLUSIONS: This is the first report of BP associated with HPV-32 (the causative agent of a benign hyperplasia) and a rare case of BP associated with 2 HPV types in the same patient	1
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
In Brazil and Argentina, vesicular stomatitis (VS) is caused by distinct viral strains serologically related to the classical vesicular stomatitis virus Indiana (VSIV), namely VS Indiana-2 (VSIV-2) and VS Indiana-3 (VSIV-3)	0
Initially all blood donors were screened for HIV one, HIV two, hepatitis B and hepatitis C by serological testing	0
Initially all blood donors were screened for HIV one, HIV two, hepatitis B and hepatitis C by serological testing	0
Individuals who tested positive on serology for hepatitis B were 322 (1.06%), hepatitis C were 392 (1.29%) and HIV were 49 (0.16%)	0
Link of the unique oncogenic properties of adenovirus type 9 E4-ORF1 to a select interaction with the candidate tumor suppressor protein ZO-2	1
Adenovirus type 9 (Ad9) is distinct among human adenoviruses because it elicits solely mammary tumors in animals and its primary oncogenic determinant is the E4 region-encoded ORF1 (E4-ORF1) protein	1
Adenovirus type 9 (Ad9) is distinct among human adenoviruses because it elicits solely mammary tumors in animals and its primary oncogenic determinant is the E4 region-encoded ORF1 (E4-ORF1) protein	1
Phase I clinical study of Seneca Valley Virus (SVV-001), a replication-competent picornavirus, in advanced solid tumors with neuroendocrine features	0
PURPOSE: Seneca Valley Virus (SVV-001) is a novel naturally occurring replication-competent picornavirus with potent and selective tropism for neuroendocrine cancer cell types, including small cell lung cancer	1
PURPOSE: Seneca Valley Virus (SVV-001) is a novel naturally occurring replication-competent picornavirus with potent and selective tropism for neuroendocrine cancer cell types, including small cell lung cancer	1
It seems that efficient vaccines have already been developed for hepatitis B virus; such vaccines have the potential to decrease the incidence of its associated hepatoma	1
CONCLUSIONS: Most HIV-positive and organ transplant patients receiving radiotherapy with or without chemotherapy experience acute toxicity but few have chronic complications	1
It is not established whether SARS-CoV-2 (COVID-19) patients with movement disorders, are at greater risk for more serious outcomes than the larger COVID-19 population beyond the susceptibility associated with greater age	0
It is not established whether SARS-CoV-2 (COVID-19) patients with movement disorders, are at greater risk for more serious outcomes than the larger COVID-19 population beyond the susceptibility associated with greater age	0
It is not established whether SARS-CoV-2 (COVID-19) patients with movement disorders, are at greater risk for more serious outcomes than the larger COVID-19 population beyond the susceptibility associated with greater age	0
Respiratory syncytial virus (RSV) infection can cause mucus overproduction and bronchiolitis in infants leading to severe disease and hospitalization	1
Respiratory syncytial virus (RSV) infection can cause mucus overproduction and bronchiolitis in infants leading to severe disease and hospitalization	1
Hepatitis C virus was the most common cause of chronic hepatitis, cirrhosis, and hepatocellular carcinoma in Western countries and in Japan, where hepatitis B virus is not endemic	1
Hepatitis C virus was the most common cause of chronic hepatitis, cirrhosis, and hepatocellular carcinoma in Western countries and in Japan, where hepatitis B virus is not endemic	1
Hepatitis C virus was the most common cause of chronic hepatitis, cirrhosis, and hepatocellular carcinoma in Western countries and in Japan, where hepatitis B virus is not endemic	1
Hepatitis C virus was the most common cause of chronic hepatitis, cirrhosis, and hepatocellular carcinoma in Western countries and in Japan, where hepatitis B virus is not endemic	0
Hepatitis C virus was the most common cause of chronic hepatitis, cirrhosis, and hepatocellular carcinoma in Western countries and in Japan, where hepatitis B virus is not endemic	0
Hepatitis C virus was the most common cause of chronic hepatitis, cirrhosis, and hepatocellular carcinoma in Western countries and in Japan, where hepatitis B virus is not endemic	0
BVDV infection favoured early Besnoitia invasion but there was no difference in tachyzoite yields observed in BVDV-BAECs compared to BAECs	1
BVDV infection favoured early Besnoitia invasion but there was no difference in tachyzoite yields observed in BVDV-BAECs compared to BAECs	1
The coronavirus disease 2019 (COVID-19), the result of an infection with the new virus, SARS-CoV-2, is rapidly spreading worldwide	1
The coronavirus disease 2019 (COVID-19), the result of an infection with the new virus, SARS-CoV-2, is rapidly spreading worldwide	1
The presence of an adenosine deaminase inhibitor enhanced both antiviral activity against adenovirus 5 and cytotoxicity in (3'3') compounds, but not in the others	0
OBJECTIVE: To investigate radiochemotherapy (RChT)-induced changes of transfer coefficient (K(trans)) and relative tumour blood volume (rTBV) estimated by dynamic contrast-enhanced CT (DCE-CT) and fractal analysis in head and neck tumours (HNTs)	0
OBJECTIVE: To investigate radiochemotherapy (RChT)-induced changes of transfer coefficient (K(trans)) and relative tumour blood volume (rTBV) estimated by dynamic contrast-enhanced CT (DCE-CT) and fractal analysis in head and neck tumours (HNTs)	0
OBJECTIVE: To investigate radiochemotherapy (RChT)-induced changes of transfer coefficient (K(trans)) and relative tumour blood volume (rTBV) estimated by dynamic contrast-enhanced CT (DCE-CT) and fractal analysis in head and neck tumours (HNTs)	0
The dynamics of K(trans) and rTBV as well as lacunarity, slope of log(lacunarity) vs log(box size), and fractal dimension were compared with tumour behaviour during RChT and in the 24-month follow-up	0
In three patients with partial tumour reduction during RChT, a decrease of K(trans) accompanied by an increase in rTBV between 20 and 50 Gy was detected	0
The assay was used to test sera from 30 patients (15 anti-LSP-positive and 15 anti-LSP-negative) with autoimmune chronic active hepatitis (CAH), hepatitis B virus-positive CAH or primary biliary cirrhosis	0
The assay was used to test sera from 30 patients (15 anti-LSP-positive and 15 anti-LSP-negative) with autoimmune chronic active hepatitis (CAH), hepatitis B virus-positive CAH or primary biliary cirrhosis	0
Application of CRISPR/Cas9-Based Gene Editing in HIV-1/AIDS Therapy	1
Despite the fact that great efforts have been made in the prevention and therapy of HIV-1 infection, HIV-1/AIDS remains a major threat to global human health	1
Highly active antiretroviral therapy (HAART) can suppress virus replication, but it cannot eradicate latent viral reservoirs in HIV-1/AIDS patients	0
Recently, the clustered regularly interspaced short palindromic repeat (CRISPR)/CRISPR-associated nuclease 9 (Cas9) system has been engineered as an effective gene-editing technology with the potential to treat HIV-1/AIDS	1
This versatile gene editing technology has been successfully applied to HIV-1/AIDS prevention and reduction in human cells and animal models	1
The effect of maternal respiratory disease induced by para-influenza type 1 (Sendai) virus on foetal development and neonatal mortality in the rat	1
The effect of maternal respiratory disease induced by para-influenza type 1 (Sendai) virus on foetal development and neonatal mortality in the rat	1
CONCLUSION: A total of 23 Marburg and Ebola virus outbreaks causing viral hemorrhagic fever has been reported among humans and monkeys since the first outbreak in Marburg, Germany in 1967	0
An overview of COVID-19 related to fungal infections: what do we know after the first year of pandemic? In 2019, severe acute respiratory syndrome caused by CoV-2 virus became a pandemic worldwide, being the fast spread of the disease due to the movement of infected people from one country to another, from one continent to another, or within the same country	1
An overview of COVID-19 related to fungal infections: what do we know after the first year of pandemic? In 2019, severe acute respiratory syndrome caused by CoV-2 virus became a pandemic worldwide, being the fast spread of the disease due to the movement of infected people from one country to another, from one continent to another, or within the same country	1
Adult T-cell leukemia/lymphoma (ATL) is a peripheral T-cell malignancy caused by human T-lymphotropic virus type I (HTLV-1), and its prognosis remains poor	1
Adult T-cell leukemia/lymphoma (ATL) is a peripheral T-cell malignancy caused by human T-lymphotropic virus type I (HTLV-1), and its prognosis remains poor	1
Adult T-cell leukemia/lymphoma (ATL) is a peripheral T-cell malignancy caused by human T-lymphotropic virus type I (HTLV-1), and its prognosis remains poor	1
Three to five percent of HTLV-1 carriers, infected mainly by breast feeding, develop ATL after a latency period as long as 70 years	1
Is the human papillomavirus test in combination with the Papanicolaou test useful for management of patients with diagnoses of atypical squamous cells of undetermined significance/low-grade squamous intraepithelial lesions? OBJECTIVE: To determine whether human papillomavirus (HPV) testing is useful in the evaluation of patients diagnosed with atypical squamous cells of undetermined significance (ASCUS)/low-grade squamous intraepithelial lesion (LSIL) and whether the HPV test is appropriate as an alternative screening method	0
Is the human papillomavirus test in combination with the Papanicolaou test useful for management of patients with diagnoses of atypical squamous cells of undetermined significance/low-grade squamous intraepithelial lesions? OBJECTIVE: To determine whether human papillomavirus (HPV) testing is useful in the evaluation of patients diagnosed with atypical squamous cells of undetermined significance (ASCUS)/low-grade squamous intraepithelial lesion (LSIL) and whether the HPV test is appropriate as an alternative screening method	0
Is the human papillomavirus test in combination with the Papanicolaou test useful for management of patients with diagnoses of atypical squamous cells of undetermined significance/low-grade squamous intraepithelial lesions? OBJECTIVE: To determine whether human papillomavirus (HPV) testing is useful in the evaluation of patients diagnosed with atypical squamous cells of undetermined significance (ASCUS)/low-grade squamous intraepithelial lesion (LSIL) and whether the HPV test is appropriate as an alternative screening method	0
Is the human papillomavirus test in combination with the Papanicolaou test useful for management of patients with diagnoses of atypical squamous cells of undetermined significance/low-grade squamous intraepithelial lesions? OBJECTIVE: To determine whether human papillomavirus (HPV) testing is useful in the evaluation of patients diagnosed with atypical squamous cells of undetermined significance (ASCUS)/low-grade squamous intraepithelial lesion (LSIL) and whether the HPV test is appropriate as an alternative screening method	0
The sensitivity and specificity of the Pap test, HPV test, and the combined method of Pap and HPV tests to detect cervical intraepithelial neoplasia (CIN) 2/3 and all CIN were also measured	0
The sensitivity and specificity of the Pap test, HPV test, and the combined method of Pap and HPV tests to detect cervical intraepithelial neoplasia (CIN) 2/3 and all CIN were also measured	0
One transformed CREF clone contained integrated BPV-1 DNA which underwent sequence rearrangements following tumor formation in a Fischer rat and reestablishment in cell culture	0
Analysis of the biological properties of tumor-derived BPV-1-transformed CREF subclones indicated that certain transformants developed a stable increase in expression of transformation-related properties, a process termed "progression." TPA did not enhance the frequency of BPV-1 transformation or BPV DNA copy number in transformed CREF cells	0
Analysis of the biological properties of tumor-derived BPV-1-transformed CREF subclones indicated that certain transformants developed a stable increase in expression of transformation-related properties, a process termed "progression." TPA did not enhance the frequency of BPV-1 transformation or BPV DNA copy number in transformed CREF cells	0
Outbreak of acute hepatitis C following the use of anti-hepatitis C virus--screened intravenous immunoglobulin therapy	1
Thirty-six patients from the United Kingdom received infusions from a batch of anti-HCV antibody-screened intravenous Ig (Gammagard; Baxter Healthcare Ltd., Thetford, Norfolk, England) that was associated with reports of acute hepatitis C outbreak in Europe	0
Eighteen percent of the patients (6 of 34) who had infusions with this batch tested negative for HCV RNA, but 2 of the patients had abnormal liver function and subsequently seroconverted to anti-HCV antibody positive	0
Eighteen percent of the patients (6 of 34) who had infusions with this batch tested negative for HCV RNA, but 2 of the patients had abnormal liver function and subsequently seroconverted to anti-HCV antibody positive	0
Methods Twenty women who attended Sunnybrook Health Sciences Centre's human papillomavirus vaccination clinic were interviewed and their narratives were documented and analyzed to determine their experiences surrounding human papillomavirus infections and precancer as well as their motivations for human papillomavirus vaccination	0
Results The decision to undergo human papillomavirus vaccination was a self-care strategy that accompanied treatment procedures and was a means to reduce cervical cancer risk	0
While encouraged with the human papillomavirus vaccine's potential to curb cervical cancer, they had a tempered view of the vaccine and its effectiveness in their cases, given their medical histories	0
Conclusions The research provides an in-depth accounting of an often overlooked grouping in human papillomavirus and human papillomavirus vaccination research and media discourse which, generally, focuses upon middle-school-aged girls and university-/college-aged women	0
Fifty-five consecutive patients with end-stage renal disease entering haemodialysis programmes over a two-month period and 48 consecutive recipients of renal allografts during a period of 6 months were investigated for hepatitis B virus (HBV) and hepatitis D virus (delta) infection	0
Fifty-five consecutive patients with end-stage renal disease entering haemodialysis programmes over a two-month period and 48 consecutive recipients of renal allografts during a period of 6 months were investigated for hepatitis B virus (HBV) and hepatitis D virus (delta) infection	0
Fifty-five consecutive patients with end-stage renal disease entering haemodialysis programmes over a two-month period and 48 consecutive recipients of renal allografts during a period of 6 months were investigated for hepatitis B virus (HBV) and hepatitis D virus (delta) infection	0
HBV infection was present for a mean of 2.5 months and 45.3% of those infected had clinical hepatitis; none had fulminant hepatitis	1
HBV infection was present for a mean of 2.5 months and 45.3% of those infected had clinical hepatitis; none had fulminant hepatitis	1
Glomerular epithelial cells (GEC) have been demonstrated to undergo morphological alterations in human immunodeficiency virus (HIV)-associated focal glomerulosclerosis	1
Glomerular epithelial cells (GEC) have been demonstrated to undergo morphological alterations in human immunodeficiency virus (HIV)-associated focal glomerulosclerosis	1
In the title compound, [Co(C(6)H(5)N(4))(3)], the Co(III) atom adopts a distorted octa-hedral CoN(6) coordination geometry, arising from three N,N'-bidentate deprotonated 2,2'-biimidazole ligands	1
In fact, within the SECURE-IBD database, there have been only 4 Greek IBD patients, to date, who have been reported as positive for SARS-CoV-2	0
In fact, within the SECURE-IBD database, there have been only 4 Greek IBD patients, to date, who have been reported as positive for SARS-CoV-2	0
The novel coronavirus, which was designated as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), was identified as the etiological agent of COVID-19	1
The novel coronavirus, which was designated as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), was identified as the etiological agent of COVID-19	1
The novel coronavirus, which was designated as severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), was identified as the etiological agent of COVID-19	1
Lymphocyte to monocyte ratio and prognostic nutritional index predict survival outcomes of hepatitis B virus-associated hepatocellular carcinoma patients after curative hepatectomy	1
After Epstein-Barr virus superinfection of the human lymphoblastoid cell line Raji, a Burkitt lymphoma-derived line that contains Epstein-Barr virus genomes in an episomal form, at least 40 polypeptides could be resolved by polyacrylamide gel electrophoresis	0
